display_name,publication_date,publication_year,language,relevance_score,primary_location_id,primary_location_display_name,h_index,author_ids,author_names,author_institution_names,author_country,is_oa,oa_url,cited_by_count,cited_by_api_url,referenced_works_count,referenced_works,related_works,topics_display_name,primary_topic_display_name,concepts_display_name,keywords_display_name,sustainable_development_goals_display_name
Understanding Turkey’s democratic breakdown: old vs. new and indigenous vs. global authoritarianism,2016-10-01,2016,en,97.83894,https://openalex.org/S50351660,Journal of Southeast European and Black Sea studies,34,https://openalex.org/A5062712272,Murat Somer,Koç University|Office of International Affairs|Harvard University,TR|US|US,FALSE,,164,https://api.openalex.org/works?filter=cites:W2548324138,67,https://openalex.org/W364984909|https://openalex.org/W634786522|https://openalex.org/W1488283106|https://openalex.org/W1505599479|https://openalex.org/W1506907136|https://openalex.org/W1531666495|https://openalex.org/W1544102005|https://openalex.org/W1553744077|https://openalex.org/W1600488590|https://openalex.org/W1819978844|https://openalex.org/W1965217193|https://openalex.org/W1982517899|https://openalex.org/W1984634220|https://openalex.org/W1988319411|https://openalex.org/W1990046180|https://openalex.org/W1997432714|https://openalex.org/W2001461149|https://openalex.org/W2001877679|https://openalex.org/W2011256220|https://openalex.org/W2018735526|https://openalex.org/W2027626205|https://openalex.org/W2043770232|https://openalex.org/W2055777968|https://openalex.org/W2066144955|https://openalex.org/W2067989547|https://openalex.org/W2083675395|https://openalex.org/W2090655563|https://openalex.org/W2094099419|https://openalex.org/W2097786988|https://openalex.org/W2100886154|https://openalex.org/W2114419402|https://openalex.org/W2123356359|https://openalex.org/W2125534720|https://openalex.org/W2129996494|https://openalex.org/W2151748864|https://openalex.org/W2154644194|https://openalex.org/W2158440326|https://openalex.org/W2158971144|https://openalex.org/W2167155027|https://openalex.org/W2288881673|https://openalex.org/W2307096772|https://openalex.org/W2310767372|https://openalex.org/W2314563380|https://openalex.org/W2336980597|https://openalex.org/W2337552216|https://openalex.org/W2388464487|https://openalex.org/W2395239688|https://openalex.org/W2476569838|https://openalex.org/W2488740035|https://openalex.org/W2495639432|https://openalex.org/W2586564959|https://openalex.org/W2617759884|https://openalex.org/W2729959720|https://openalex.org/W2999614684|https://openalex.org/W3122277650|https://openalex.org/W3124758565|https://openalex.org/W3125912355|https://openalex.org/W3203472537|https://openalex.org/W4206285502|https://openalex.org/W4236617601|https://openalex.org/W4254789723|https://openalex.org/W4255390210|https://openalex.org/W4300022765|https://openalex.org/W4302416674|https://openalex.org/W4312850488|https://openalex.org/W4319782431|https://openalex.org/W4319783638,https://openalex.org/W2809695615|https://openalex.org/W2132350913|https://openalex.org/W4286558458|https://openalex.org/W2895823980|https://openalex.org/W4255083615|https://openalex.org/W2090950262|https://openalex.org/W3187755881|https://openalex.org/W2094705637|https://openalex.org/W2477537626|https://openalex.org/W3204395137,Transformation of Political Landscape in Turkey|Social Movements and Political Conflict Analysis|Populism in Contemporary Politics,Transformation of Political Landscape in Turkey,Authoritarianism|Democratization|Political economy|Democracy|Politics|Political science|Ideology|Context (archaeology)|Development economics|Economic system|Sociology|Economics|Law|Biology|Paleontology,Authoritarianism|Democratization,Reduced inequalities
The European Union and Gender Equality: Emergent Varieties of Gender Regime,2004-03-01,2004,en,97.76052,https://openalex.org/S73612404,Social politics,73,https://openalex.org/A5050197116,Sylvia Walby,University of Leeds,GB,FALSE,,307,https://api.openalex.org/works?filter=cites:W2140046013,93,https://openalex.org/W112312179|https://openalex.org/W118955740|https://openalex.org/W144274297|https://openalex.org/W331394798|https://openalex.org/W575353057|https://openalex.org/W588946645|https://openalex.org/W592646958|https://openalex.org/W602902261|https://openalex.org/W610620737|https://openalex.org/W620470591|https://openalex.org/W621440528|https://openalex.org/W648916986|https://openalex.org/W783635380|https://openalex.org/W1033783979|https://openalex.org/W1483584806|https://openalex.org/W1484380834|https://openalex.org/W1493636223|https://openalex.org/W1496257103|https://openalex.org/W1511298626|https://openalex.org/W1515633838|https://openalex.org/W1518396642|https://openalex.org/W1527531826|https://openalex.org/W1544221226|https://openalex.org/W1547845037|https://openalex.org/W1580415657|https://openalex.org/W1587616686|https://openalex.org/W1589803175|https://openalex.org/W1595194513|https://openalex.org/W1595428140|https://openalex.org/W1776261592|https://openalex.org/W1892863167|https://openalex.org/W1964336196|https://openalex.org/W1965439063|https://openalex.org/W1967559904|https://openalex.org/W1969704952|https://openalex.org/W1970462004|https://openalex.org/W1971334151|https://openalex.org/W1972203090|https://openalex.org/W1973911426|https://openalex.org/W1980633173|https://openalex.org/W1982629272|https://openalex.org/W1983072116|https://openalex.org/W1984759356|https://openalex.org/W1986620124|https://openalex.org/W1994626059|https://openalex.org/W2000067117|https://openalex.org/W2001684609|https://openalex.org/W2011054745|https://openalex.org/W2017310079|https://openalex.org/W2017467768|https://openalex.org/W2028143862|https://openalex.org/W2035406270|https://openalex.org/W2039068626|https://openalex.org/W2043867154|https://openalex.org/W2045465045|https://openalex.org/W2045741398|https://openalex.org/W2048928849|https://openalex.org/W2053700044|https://openalex.org/W2055186662|https://openalex.org/W2068475103|https://openalex.org/W2078035010|https://openalex.org/W2079643502|https://openalex.org/W2081922714|https://openalex.org/W2085590689|https://openalex.org/W2090390157|https://openalex.org/W2091304855|https://openalex.org/W2103713658|https://openalex.org/W2108617165|https://openalex.org/W2118463881|https://openalex.org/W2119091163|https://openalex.org/W2128002147|https://openalex.org/W2136683133|https://openalex.org/W2138495993|https://openalex.org/W2140968170|https://openalex.org/W2141864394|https://openalex.org/W2157207849|https://openalex.org/W2166273669|https://openalex.org/W2166735555|https://openalex.org/W2169806246|https://openalex.org/W2317938744|https://openalex.org/W2318104400|https://openalex.org/W2331134723|https://openalex.org/W2337804605|https://openalex.org/W2798862961|https://openalex.org/W2801861676|https://openalex.org/W2802533515|https://openalex.org/W2802950117|https://openalex.org/W2884686318|https://openalex.org/W3106689170|https://openalex.org/W3121254800|https://openalex.org/W3124225616|https://openalex.org/W3125300279|https://openalex.org/W3125715642,https://openalex.org/W2626824609|https://openalex.org/W2963412871|https://openalex.org/W4223560561|https://openalex.org/W4293217943|https://openalex.org/W4301937836|https://openalex.org/W2500830590|https://openalex.org/W3186984283|https://openalex.org/W2011788350|https://openalex.org/W3216324909|https://openalex.org/W1533898226,European Integration and Governance Dynamics|Politics and Economics of Welfare State|Gender Representation in Political Science Research,European Integration and Governance Dynamics,Gender equality|Politics|State (computer science)|European union|Political science|Gender studies|Sociology|Law|Economics|Mathematics|International trade|Algorithm,Feminist Theory|European Integration|Gender Mainstreaming,Gender equality
A cultural theory of expenditure growth and (Un)balanced budgets,1985-12-01,1985,en,97.64392,https://openalex.org/S199447588,Journal of public economics,270,https://openalex.org/A5057247757,Aaron Wíldavsky,"University of California, Berkeley",US,FALSE,,39,https://api.openalex.org/works?filter=cites:W2066709391,6,https://openalex.org/W623223196|https://openalex.org/W1971725939|https://openalex.org/W2133060337|https://openalex.org/W2796888775|https://openalex.org/W4245815223|https://openalex.org/W4246474891,https://openalex.org/W1569504548|https://openalex.org/W2393654878|https://openalex.org/W2581077186|https://openalex.org/W4377013342|https://openalex.org/W3124029126|https://openalex.org/W10348250|https://openalex.org/W2048015878|https://openalex.org/W2376466209|https://openalex.org/W2067961833|https://openalex.org/W2057207144,Fiscal Decentralization and Governance in Political Economy|Causes and Effects of Corruption|Impact of Infrastructure and Taxation on Economic Growth,Fiscal Decentralization and Governance in Political Economy,Economics|Politics|Balance (ability)|Government (linguistics)|Function (biology)|Growth theory|Public expenditure|Government spending|Public economics|Political economy|Neoclassical economics|Macroeconomics|Market economy|Political science|Public finance|Law|Medicine|Welfare|Physical medicine and rehabilitation|Biology|Linguistics|Philosophy|Evolutionary biology,Economic Growth,No poverty
Societal Accountability in Latin America,2000-10-01,2000,en,97.606,https://openalex.org/S151119180,Journal of democracy,134,https://openalex.org/A5055082635|https://openalex.org/A5045210234,Catalina Smulovitz|Enrique Peruzzotti,Universidad Torcuato Di Tella|Consejo Nacional de Investigaciones Científicas y Técnicas|Universidad Torcuato Di Tella,AR|AR|AR,FALSE,,359,https://api.openalex.org/works?filter=cites:W2034343613,21,https://openalex.org/W81218890|https://openalex.org/W132993112|https://openalex.org/W587260574|https://openalex.org/W589364726|https://openalex.org/W1502532850|https://openalex.org/W1557941775|https://openalex.org/W1972280344|https://openalex.org/W1975406400|https://openalex.org/W2001671006|https://openalex.org/W2002573320|https://openalex.org/W2011016001|https://openalex.org/W2025647900|https://openalex.org/W2026505893|https://openalex.org/W2079643502|https://openalex.org/W2089314759|https://openalex.org/W2093748330|https://openalex.org/W2128201419|https://openalex.org/W2164875825|https://openalex.org/W2333983184|https://openalex.org/W2493438603|https://openalex.org/W2802950117,https://openalex.org/W3001903267|https://openalex.org/W1975015865|https://openalex.org/W4247133985|https://openalex.org/W2620153118|https://openalex.org/W2313206376|https://openalex.org/W3102829133|https://openalex.org/W2362622353|https://openalex.org/W2884706014|https://openalex.org/W4388925474|https://openalex.org/W2479633891,Clientelism and Political Power in Latin America|Causes and Effects of Corruption|Foreign Aid and Development Policies,Clientelism and Political Power in Latin America,Impeachment|Indictment|Latin Americans|Political science|Government (linguistics)|Language change|Accountability|Public administration|Governor|Law|Politics|Art|Philosophy|Linguistics|Literature|Physics|Thermodynamics,Governance,"Peace, justice, and strong institutions"
Low-carbon Transitions and the Reconfiguration of Urban Infrastructure,2013-08-27,2013,en,97.505516,https://openalex.org/S50366009,Urban studies,192,https://openalex.org/A5032057336|https://openalex.org/A5024790784|https://openalex.org/A5051679960,Harriet Bulkeley|Vanesa Castán Broto|Anne Maassen,Durham University|University of Sheffield|Durham University,GB|GB|GB,TRUE,https://dro.dur.ac.uk/13039/1/13039.pdf,296,https://api.openalex.org/works?filter=cites:W2158120653,37,https://openalex.org/W144406425|https://openalex.org/W172408547|https://openalex.org/W649819453|https://openalex.org/W1499160389|https://openalex.org/W1911539691|https://openalex.org/W1971412030|https://openalex.org/W1971751855|https://openalex.org/W1991549391|https://openalex.org/W2007722769|https://openalex.org/W2014831132|https://openalex.org/W2022781540|https://openalex.org/W2049062145|https://openalex.org/W2053934966|https://openalex.org/W2059527695|https://openalex.org/W2066400421|https://openalex.org/W2073279051|https://openalex.org/W2077377494|https://openalex.org/W2077849133|https://openalex.org/W2083008354|https://openalex.org/W2093942493|https://openalex.org/W2098617139|https://openalex.org/W2099330597|https://openalex.org/W2099807013|https://openalex.org/W2104935650|https://openalex.org/W2108734321|https://openalex.org/W2128127358|https://openalex.org/W2133685200|https://openalex.org/W2137454556|https://openalex.org/W2139963701|https://openalex.org/W2143834698|https://openalex.org/W2149055504|https://openalex.org/W2156304718|https://openalex.org/W2158138329|https://openalex.org/W2317590407|https://openalex.org/W2504430526|https://openalex.org/W2531381606|https://openalex.org/W4251226510,https://openalex.org/W3044099153|https://openalex.org/W2108212632|https://openalex.org/W2921573410|https://openalex.org/W4311996881|https://openalex.org/W1998682272|https://openalex.org/W2023971965|https://openalex.org/W2390536650|https://openalex.org/W2364057557|https://openalex.org/W2776460216|https://openalex.org/W2391603619,Politics and Poetics of Water Infrastructure|Sustainability Transitions and Resilience in Social-Ecological Systems|Neoliberal Urbanization and Gentrification Studies,Politics and Poetics of Water Infrastructure,Climate change|Politics|Control reconfiguration|Urban infrastructure|Work (physics)|Critical infrastructure|Economic geography|Urban studies|Urban climate|Regional science|Urban planning|Sociology|Political science|Environmental planning|Political economy|Geography|Civil engineering|Engineering|Law|Mechanical engineering|Ecology|Biology|Embedded system,Sustainability Transitions|Urban Political Ecology|Adaptive Governance|Climate Change Adaptation|Infrastructure Governance,
"Society, state and market: a guide to competing theories of development",1997-09-01,1997,en,97.485565,https://openalex.org/S2764375719,Choice/Choice reviews,520,https://openalex.org/A5026917903,John Martinussen,,,FALSE,,282,https://api.openalex.org/works?filter=cites:W1511622125,0,,https://openalex.org/W2125793271|https://openalex.org/W2155913506|https://openalex.org/W3125299562|https://openalex.org/W3097598864|https://openalex.org/W2896005214|https://openalex.org/W142026129|https://openalex.org/W2121626466|https://openalex.org/W2384260806|https://openalex.org/W2015963930|https://openalex.org/W1579297294,Critique of Political Economy and Capitalist Development,Critique of Political Economy and Capitalist Development,State (computer science)|Development (topology)|Mathematical economics|Epistemology|Positive economics|Economics|Neoclassical economics|Computer science|Philosophy|Mathematics|Algorithm|Mathematical analysis,Uneven and Combined Development,No poverty
"The devil in the demographics : the effect of youth bulges on domestic armed conflict, 1950-2000",2004-07-01,2004,en,97.446335,,,,https://openalex.org/A5030316904,Henrik Urdal,World Bank,US,FALSE,,98,https://api.openalex.org/works?filter=cites:W319171545,27,https://openalex.org/W565567415|https://openalex.org/W589272174|https://openalex.org/W1493187900|https://openalex.org/W1570837340|https://openalex.org/W1827804119|https://openalex.org/W1968632832|https://openalex.org/W2001645399|https://openalex.org/W2007352806|https://openalex.org/W2020414874|https://openalex.org/W2031460682|https://openalex.org/W2051733957|https://openalex.org/W2051885570|https://openalex.org/W2078484001|https://openalex.org/W2083620364|https://openalex.org/W2087933684|https://openalex.org/W2128729373|https://openalex.org/W2132603081|https://openalex.org/W2142013610|https://openalex.org/W2143621206|https://openalex.org/W2323175475|https://openalex.org/W2346388504|https://openalex.org/W2562413835|https://openalex.org/W2916843633|https://openalex.org/W2918102586|https://openalex.org/W3122074090|https://openalex.org/W3125026074|https://openalex.org/W3159896043,https://openalex.org/W1497948656|https://openalex.org/W1533369859|https://openalex.org/W1908336187|https://openalex.org/W1986462719|https://openalex.org/W2001615755|https://openalex.org/W2007352806|https://openalex.org/W2051733957|https://openalex.org/W2087933684|https://openalex.org/W2122950723|https://openalex.org/W2125353502|https://openalex.org/W2128729373|https://openalex.org/W2133462023|https://openalex.org/W2142013610|https://openalex.org/W2159167535|https://openalex.org/W2159191507|https://openalex.org/W2325607940|https://openalex.org/W2593731884|https://openalex.org/W2884354617|https://openalex.org/W3121496134|https://openalex.org/W3122074090,Social Movements and Political Conflict Analysis|Conflict Reconstruction and State-Building in Central Asia|The Political Economy of Resource Curse Hypothesis,Social Movements and Political Conflict Analysis,Bulge|Politics|Political science|Empirical evidence|Demographic economics|Criminology|Development economics|Sociology|Economics|Stars|Philosophy|Physics|Epistemology|Astronomy|Law,Conflict,Reduced inequalities
"Regime Changes, Neighborhoods, and Interstate Conflict, 1816-1992",1998-12-01,1998,en,97.3035,https://openalex.org/S20177303,Journal of conflict resolution/The Journal of conflict resolution,176,https://openalex.org/A5064880008,Andrew J. Enterline,University of New Mexico,US,FALSE,,46,https://api.openalex.org/works?filter=cites:W2150494828,50,https://openalex.org/W565567415|https://openalex.org/W628385520|https://openalex.org/W1486210524|https://openalex.org/W1533369859|https://openalex.org/W1560369161|https://openalex.org/W1967654433|https://openalex.org/W1987566178|https://openalex.org/W1987673617|https://openalex.org/W2009166421|https://openalex.org/W2011832841|https://openalex.org/W2012953914|https://openalex.org/W2033273781|https://openalex.org/W2034614426|https://openalex.org/W2041887672|https://openalex.org/W2061891712|https://openalex.org/W2063478083|https://openalex.org/W2063829818|https://openalex.org/W2085588723|https://openalex.org/W2088174267|https://openalex.org/W2088319721|https://openalex.org/W2090473983|https://openalex.org/W2095198094|https://openalex.org/W2106958751|https://openalex.org/W2116430815|https://openalex.org/W2119423063|https://openalex.org/W2128275681|https://openalex.org/W2128786629|https://openalex.org/W2142662663|https://openalex.org/W2142867211|https://openalex.org/W2146240021|https://openalex.org/W2161709053|https://openalex.org/W2163822206|https://openalex.org/W2165757691|https://openalex.org/W2169745383|https://openalex.org/W2247004470|https://openalex.org/W2323079023|https://openalex.org/W2328191124|https://openalex.org/W2606629272|https://openalex.org/W2606916584|https://openalex.org/W4206465453|https://openalex.org/W4230663482|https://openalex.org/W4234397777|https://openalex.org/W4235825572|https://openalex.org/W4236885241|https://openalex.org/W4245010273|https://openalex.org/W4254590794|https://openalex.org/W4285719527|https://openalex.org/W4298434297|https://openalex.org/W4300148626|https://openalex.org/W4300456626,https://openalex.org/W2796422711|https://openalex.org/W2908768260|https://openalex.org/W2228857922|https://openalex.org/W2957320642|https://openalex.org/W2323728563|https://openalex.org/W2027050336|https://openalex.org/W2082670003|https://openalex.org/W4246693767|https://openalex.org/W2076612416|https://openalex.org/W1991684491,Social Movements and Political Conflict Analysis|International Political Interactions|Impact of Political Connections on Business Strategies,Social Movements and Political Conflict Analysis,Politics|Democracy|Composition (language)|Regime change|Political economy|Distribution (mathematics)|Political science|Economics|Law|Mathematics|Mathematical analysis|Philosophy|Linguistics,Democracy,
"Ripples from the Waves? A Systemic, Time-Series Analysis of Democracy, Democratization, and Interstate War",1999-01-01,1999,en,97.15583,https://openalex.org/S71119591,Journal of peace research,148,https://openalex.org/A5019973754|https://openalex.org/A5064880008,Mark J. C. Crescenzi|Andrew J. Enterline,University of Illinois Urbana-Champaign|University of New Mexico,US|US,FALSE,,71,https://api.openalex.org/works?filter=cites:W2139215175,21,https://openalex.org/W565567415|https://openalex.org/W1533369859|https://openalex.org/W1560369161|https://openalex.org/W2007877900|https://openalex.org/W2030932871|https://openalex.org/W2034614426|https://openalex.org/W2055531851|https://openalex.org/W2078392420|https://openalex.org/W2079005068|https://openalex.org/W2089926907|https://openalex.org/W2116430815|https://openalex.org/W2134813681|https://openalex.org/W2142662663|https://openalex.org/W2146240021|https://openalex.org/W2148998985|https://openalex.org/W2161709053|https://openalex.org/W2247004470|https://openalex.org/W2388645046|https://openalex.org/W4255918185|https://openalex.org/W4298434297|https://openalex.org/W4300148626,https://openalex.org/W2035792466|https://openalex.org/W2977645287|https://openalex.org/W4251418261|https://openalex.org/W1972675643|https://openalex.org/W2911392473|https://openalex.org/W2154758532|https://openalex.org/W4225726268|https://openalex.org/W2094705637|https://openalex.org/W2477537626|https://openalex.org/W3204395137,Social Movements and Political Conflict Analysis|International Political Interactions|Foreign Aid and Development Policies,Social Movements and Political Conflict Analysis,Democratization|Endogeneity|Democracy|Causality (physics)|Econometrics|Granger causality|Economics|Politics|Positive economics|Economic geography|Development economics|Political science|Law|Physics|Quantum mechanics,Democracy,"Peace, justice, and strong institutions"
Cosmopolitanism: ideals and realities,2011-10-01,2011,en,97.086784,https://openalex.org/S2764375719,Choice/Choice reviews,520,,David Held,London School of Economics,GB,TRUE,http://www.gbv.de/dms/bowker/toc/9780745648361.pdf,347,https://api.openalex.org/works?filter=cites:W28973606,0,,https://openalex.org/W2748952813|https://openalex.org/W2198489971|https://openalex.org/W2322963157|https://openalex.org/W2493989287|https://openalex.org/W2803565611|https://openalex.org/W1995382569|https://openalex.org/W2523330172|https://openalex.org/W2658417621|https://openalex.org/W2080982812|https://openalex.org/W4248630742,The Responsibility to Protect in International Relations,The Responsibility to Protect in International Relations,Cosmopolitanism|Aesthetics|Sociology|Environmental ethics|Philosophy|Political science|Law|Politics,International Law,Climate action
Politically-Embedded Cronyism: The Case of Post-Liberalization Egypt,2009-12-01,2009,en,96.77791,https://openalex.org/S99707577,Business and politics,45,https://openalex.org/A5022700795,Amr Adly,European University Institute,IT,FALSE,,42,https://api.openalex.org/works?filter=cites:W1993708916,48,https://openalex.org/W169590795|https://openalex.org/W226434515|https://openalex.org/W262903769|https://openalex.org/W560732911|https://openalex.org/W594169357|https://openalex.org/W602179205|https://openalex.org/W651710201|https://openalex.org/W658522598|https://openalex.org/W775681590|https://openalex.org/W1507045436|https://openalex.org/W1538491468|https://openalex.org/W1606510016|https://openalex.org/W1873663726|https://openalex.org/W1965326802|https://openalex.org/W1967106258|https://openalex.org/W1972908739|https://openalex.org/W2016223646|https://openalex.org/W2025872058|https://openalex.org/W2051903394|https://openalex.org/W2061360337|https://openalex.org/W2072803299|https://openalex.org/W2094334463|https://openalex.org/W2103183631|https://openalex.org/W2107208733|https://openalex.org/W2126680758|https://openalex.org/W2130820712|https://openalex.org/W2159346475|https://openalex.org/W2169814545|https://openalex.org/W2208725277|https://openalex.org/W2281992252|https://openalex.org/W2312441521|https://openalex.org/W2326754973|https://openalex.org/W2328035621|https://openalex.org/W2480700100|https://openalex.org/W2510604849|https://openalex.org/W2526161302|https://openalex.org/W2738411810|https://openalex.org/W2800648544|https://openalex.org/W2912536286|https://openalex.org/W2992134565|https://openalex.org/W3021281451|https://openalex.org/W3122980785|https://openalex.org/W3146687711|https://openalex.org/W4229560167|https://openalex.org/W4229954077|https://openalex.org/W4247670757|https://openalex.org/W4254901800|https://openalex.org/W4298413470,https://openalex.org/W3122126487|https://openalex.org/W2901885068|https://openalex.org/W2083817478|https://openalex.org/W2384011606|https://openalex.org/W2905297032|https://openalex.org/W2622568421|https://openalex.org/W2112634445|https://openalex.org/W4247283553|https://openalex.org/W2917565386|https://openalex.org/W4249897719,Politics of Islamic Reform in Middle East|Islamic Banking and Finance Literature Review|Comparative Analysis of Networking Dynamics in the Middle East and Asia,Politics of Islamic Reform in Middle East,Cronyism|Liberalization|Property rights|Economics|Politics|Power (physics)|Distribution (mathematics)|Market economy|Language change|State (computer science)|Autonomy|Economic system|Business|Political economy|Political science|Microeconomics|Law|Art|Mathematical analysis|Physics|Mathematics|Literature|Algorithm|Quantum mechanics|Computer science,Gender Segregation,"Peace, justice, and strong institutions"
Military Institutions and Coercion in the Developing Nations.,1978-03-01,1978,en,96.73578,https://openalex.org/S4789869,Contemporary sociology,294,https://openalex.org/A5015349008,Morris Janowitz,,,FALSE,,156,https://api.openalex.org/works?filter=cites:W2040949826,0,,https://openalex.org/W2748952813|https://openalex.org/W2899084033|https://openalex.org/W2104194169|https://openalex.org/W4387028453|https://openalex.org/W2784285634|https://openalex.org/W2049245796|https://openalex.org/W3202911252|https://openalex.org/W3160640793|https://openalex.org/W2015464687|https://openalex.org/W4293270622,The Responsibility to Protect in International Relations|Local Turn in Peacebuilding and Resilience Governance,The Responsibility to Protect in International Relations,Coercion (linguistics)|Political science|Criminology|Development economics|Sociology|Economics|Philosophy|Linguistics,Peace-building,Partnerships for the goals
A New Electoral Victory for the ‘Pro-Islamists’ or the ‘New Centre-Right’? The Justice and Development Party Phenomenon in the July 2007 Parliamentary Elections in Turkey,2007-12-01,2007,en,96.71718,https://openalex.org/S38590382,South European society & politics,57,https://openalex.org/A5062791843,Alı Çarkoğlu,Koç University,TR,TRUE,https://www.tandfonline.com/doi/pdf/10.1080/13608740701731457?needAccess=true,47,https://api.openalex.org/works?filter=cites:W2011614406,6,https://openalex.org/W1561696213|https://openalex.org/W1985115584|https://openalex.org/W2044274018|https://openalex.org/W2059126969|https://openalex.org/W2124796609|https://openalex.org/W2483187353,https://openalex.org/W3131404004|https://openalex.org/W1988292797|https://openalex.org/W252547674|https://openalex.org/W2242109998|https://openalex.org/W2388235990|https://openalex.org/W2511431888|https://openalex.org/W2003463155|https://openalex.org/W2980119548|https://openalex.org/W2023822311|https://openalex.org/W1579717711,Transformation of Political Landscape in Turkey|Empirical Analysis of Political Behavior and Institutions|Social Movements and Political Conflict Analysis,Transformation of Political Landscape in Turkey,Victory|Parliament|Politics|Democracy|Turkish|Political science|Political economy|Democratic consolidation|Cleavage (geology)|Consolidation (business)|Law|General election|Presidential system|Sociology|Economics|Democratization|Philosophy|Linguistics|Geotechnical engineering|Accounting|Fracture (geology)|Engineering,Party Polarization|Democratization,"Peace, justice, and strong institutions"
"Norms, Institutions, and National Identity in Contemporary Europe",1999-03-01,1999,en,96.694046,https://openalex.org/S91639875,International studies quarterly,157,https://openalex.org/A5020103255,Jeffrey T. Checkel,University of Oslo,NO,FALSE,,627,https://api.openalex.org/works?filter=cites:W2029732602,96,https://openalex.org/W4371184|https://openalex.org/W53280010|https://openalex.org/W131895227|https://openalex.org/W347899136|https://openalex.org/W437877368|https://openalex.org/W560988255|https://openalex.org/W628134342|https://openalex.org/W635000295|https://openalex.org/W646760263|https://openalex.org/W1906884771|https://openalex.org/W1964336196|https://openalex.org/W1964362936|https://openalex.org/W1966156571|https://openalex.org/W1969259437|https://openalex.org/W1971121142|https://openalex.org/W1973966222|https://openalex.org/W1978918752|https://openalex.org/W1979991846|https://openalex.org/W1980523065|https://openalex.org/W1983456707|https://openalex.org/W1989329292|https://openalex.org/W1990513740|https://openalex.org/W1992714749|https://openalex.org/W1994915820|https://openalex.org/W1997235874|https://openalex.org/W2001916538|https://openalex.org/W2001988968|https://openalex.org/W2002397526|https://openalex.org/W2006541280|https://openalex.org/W2022797375|https://openalex.org/W2027398644|https://openalex.org/W2033933531|https://openalex.org/W2034500624|https://openalex.org/W2041685217|https://openalex.org/W2042436776|https://openalex.org/W2044289238|https://openalex.org/W2045959698|https://openalex.org/W2050499588|https://openalex.org/W2059176568|https://openalex.org/W2066874312|https://openalex.org/W2070076382|https://openalex.org/W2070343248|https://openalex.org/W2081654047|https://openalex.org/W2092631134|https://openalex.org/W2094067860|https://openalex.org/W2097155323|https://openalex.org/W2100666645|https://openalex.org/W2101849366|https://openalex.org/W2102461955|https://openalex.org/W2104332645|https://openalex.org/W2106375341|https://openalex.org/W2111599962|https://openalex.org/W2116393847|https://openalex.org/W2119641936|https://openalex.org/W2120384856|https://openalex.org/W2122194975|https://openalex.org/W2124853174|https://openalex.org/W2126988636|https://openalex.org/W2129232414|https://openalex.org/W2131027930|https://openalex.org/W2131158433|https://openalex.org/W2132137057|https://openalex.org/W2134041940|https://openalex.org/W2134054833|https://openalex.org/W2140623837|https://openalex.org/W2142747898|https://openalex.org/W2144662526|https://openalex.org/W2146031733|https://openalex.org/W2149669539|https://openalex.org/W2150195288|https://openalex.org/W2150518915|https://openalex.org/W2150568847|https://openalex.org/W2151875548|https://openalex.org/W2152121409|https://openalex.org/W2156280901|https://openalex.org/W2159854289|https://openalex.org/W2160316953|https://openalex.org/W2161709053|https://openalex.org/W2161935636|https://openalex.org/W2289916871|https://openalex.org/W2292146275|https://openalex.org/W2302964490|https://openalex.org/W2313236467|https://openalex.org/W2324488028|https://openalex.org/W2328489535|https://openalex.org/W2329290600|https://openalex.org/W2344220745|https://openalex.org/W2477000006|https://openalex.org/W2486071207|https://openalex.org/W2494191720|https://openalex.org/W2786018478|https://openalex.org/W2798385006|https://openalex.org/W2798675247|https://openalex.org/W3123244611|https://openalex.org/W3123954725|https://openalex.org/W3124423022,https://openalex.org/W4253371906|https://openalex.org/W2087026959|https://openalex.org/W2887510344|https://openalex.org/W2748952813|https://openalex.org/W3048844891|https://openalex.org/W2387659881|https://openalex.org/W2794941409|https://openalex.org/W2884647381|https://openalex.org/W4231916677|https://openalex.org/W1572319158,European Integration and Governance Dynamics|Populism in Contemporary Politics|Intergovernmental Relations in Multinational Federations,European Integration and Governance Dynamics,Identity (music)|Political science|National identity|Sociology|Gender studies|Political economy|Law|Philosophy|Aesthetics|Politics,normative power,"Peace, justice, and strong institutions"
The Politics of Inequality in Russia,2011-04-29,2011,en,96.666794,,,,https://openalex.org/A5004355983,Thomas F. Remington,Emory University,US,FALSE,,60,https://api.openalex.org/works?filter=cites:W4293218685,0,,https://openalex.org/W4328001203|https://openalex.org/W2809326756|https://openalex.org/W2037577583|https://openalex.org/W2094646254|https://openalex.org/W2030086467|https://openalex.org/W2407217693|https://openalex.org/W4223892056|https://openalex.org/W1584371905|https://openalex.org/W3207516994|https://openalex.org/W2890432629,Transformation of Russian Economy and Society,Transformation of Russian Economy and Society,Authoritarianism|Inequality|Politics|Economic inequality|Earnings|Democracy|Economics|Poverty|Government (linguistics)|Wage|Power (physics)|Development economics|Labour economics|Political economy|Political science|Economic growth|Mathematical analysis|Mathematics|Law|Linguistics|Philosophy|Physics|Accounting|Quantum mechanics,Political Economy,No poverty
